-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/1998 through 12/31/2009 
Location: Latitude  47.0   Longitude -95.0 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 438.39 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,T2M,PRECTOTCORR,RH2M,WS10M
2000,9,4,5.01,14.98,0.08,65.62,5.16
2000,9,5,4.45,16.09,0.32,54.25,7.52
2000,9,6,3.12,17.11,5.98,58.06,8.3
2000,9,7,5.53,16.23,4.05,60.88,7.04
2000,9,8,5.71,17.19,0.0,45.44,5.81
2000,9,9,3.78,19.88,0.28,58.31,8.95
2000,9,10,5.48,16.06,0.0,44.06,4.99
2000,9,11,2.57,13.27,0.29,53.12,4.97
2000,9,12,5.15,14.85,0.0,44.31,5.62
2000,9,13,3.45,13.56,1.51,64.56,4.32
2000,9,14,4.62,11.83,0.02,61.38,6.15
2000,9,15,4.78,10.87,0.0,55.88,2.45
2000,9,16,5.2,15.35,0.0,46.5,4.91
2000,9,17,4.97,17.71,0.0,41.31,3.48
2000,9,18,4.33,20.74,2.79,56.5,4.61
2000,9,19,3.42,14.84,1.12,67.62,7.1
2000,9,20,2.76,7.76,1.13,67.25,9.02
2000,9,21,3.06,9.44,2.62,59.19,2.87
2000,9,22,0.82,7.78,18.57,87.44,4.36
2000,9,23,3.7,5.01,0.4,67.5,5.77
2000,9,24,4.59,5.87,0.0,55.5,5.36
2000,9,25,4.36,9.81,0.14,56.62,4.78
2000,9,26,3.59,10.84,0.01,59.88,5.13
2000,9,27,1.46,7.05,0.21,57.31,2.41
2000,9,28,4.56,12.58,0.0,53.75,4.53
2000,9,29,3.89,15.51,0.0,51.81,5.88
2000,9,30,3.02,16.01,0.8,55.31,3.68
2000,10,1,0.85,12.67,5.01,76.56,4.28
2000,10,2,3.54,10.51,0.11,54.12,4.38
2000,10,3,4.24,6.21,0.0,45.12,5.62
2000,10,4,4.22,4.07,0.44,45.5,3.27
2000,10,5,1.52,1.81,4.08,73.94,5.7
2000,10,6,1.84,-0.88,0.11,69.75,5.93
2000,10,7,2.08,-0.76,0.12,72.81,4.02
2000,10,8,4.28,0.77,0.0,58.81,3.28
2000,10,9,4.19,5.15,0.04,42.5,5.13
2000,10,10,4.15,6.87,0.0,44.12,4.44
2000,10,11,4.04,9.42,0.0,46.44,5.39
2000,10,12,3.11,11.51,0.08,68.31,3.69
2000,10,13,3.5,13.71,12.27,81.19,1.88
2000,10,14,0.76,6.46,17.95,89.06,5.68
2000,10,15,2.06,4.44,0.93,79.94,1.77
2000,10,16,2.52,6.61,0.0,74.75,4.48
2000,10,17,2.03,8.65,0.06,84.06,4.99
2000,10,18,3.45,10.79,0.0,57.5,3.3
2000,10,19,3.49,13.16,0.0,64.12,5.49
2000,10,20,3.33,9.27,0.0,57.38,5.21
2000,10,21,3.21,7.74,0.0,63.12,6.6
2000,10,22,2.61,12.99,0.08,75.56,5.56
2000,10,23,3.25,10.9,0.05,61.19,2.22
2000,10,24,2.53,11.94,0.46,78.25,3.51
2000,10,25,1.08,16.26,6.65,91.12,5.55
2000,10,26,0.65,12.42,6.74,91.81,5.73
2000,10,27,2.67,3.41,0.1,70.94,5.54
2000,10,28,1.15,5.24,0.44,75.44,7.55
2000,10,29,1.06,7.94,0.63,70.31,8.01
2000,10,30,0.71,8.18,2.73,86.12,5.12
2000,10,31,1.13,11.2,1.27,89.5,2.76
2000,11,1,0.82,14.88,33.29,94.88,7.77
2000,11,2,1.03,5.31,0.91,76.25,10.19
2000,11,3,1.54,2.06,0.31,74.19,6.7
2000,11,4,2.69,2.9,0.74,69.38,4.06
2000,11,5,1.1,6.57,6.46,80.88,8.59
2000,11,6,1.0,5.68,17.0,93.25,7.53
2000,11,7,0.96,3.49,7.54,92.44,5.79
2000,11,8,2.5,-2.95,0.54,82.19,5.74
2000,11,9,2.49,-2.78,0.3,79.81,4.67
2000,11,10,2.35,-2.28,0.46,83.62,3.75
2000,11,11,1.47,-1.55,2.86,85.38,2.07
2000,11,12,1.64,-0.24,7.11,95.56,5.7
2000,11,13,1.73,-1.86,1.27,90.19,6.83
2000,11,14,2.45,-6.19,0.18,82.19,5.66
2000,11,15,1.76,-5.48,0.51,87.88,4.72
2000,11,16,1.81,-7.07,0.6,85.88,6.19
2000,11,17,2.15,-7.69,0.7,84.81,4.1
2000,11,18,1.62,-6.95,1.76,85.25,4.91
2000,11,19,1.34,-5.45,3.33,91.5,7.27
2000,11,20,1.55,-11.39,0.09,82.12,6.89
2000,11,21,1.63,-10.63,0.03,91.62,4.73
2000,11,22,1.21,-9.93,0.02,85.25,3.62
2000,11,23,1.95,-6.73,0.01,93.94,3.3
2000,11,24,1.87,-3.13,0.02,93.5,5.06
2000,11,25,2.08,-3.05,0.02,96.12,3.95
2000,11,26,1.98,-5.38,0.11,92.06,2.81
2000,11,27,1.73,-3.44,0.53,96.19,4.92
2000,11,28,1.18,-4.29,3.6,96.44,4.09
2000,11,29,1.14,-5.92,1.14,93.06,5.5
2000,11,30,0.96,-8.75,0.02,92.75,2.84
2000,12,1,1.69,-10.03,0.0,90.62,3.06
2000,12,2,1.9,-10.96,0.05,92.38,4.74
2000,12,3,1.01,-6.03,0.3,96.06,8.86
2000,12,4,1.23,-9.81,0.22,84.5,9.88
2000,12,5,1.28,-19.48,0.06,82.12,5.05
2000,12,6,1.58,-14.26,1.39,83.5,4.85
2000,12,7,1.45,-12.2,0.79,89.69,4.38
2000,12,8,1.77,-16.06,0.11,83.94,4.05
2000,12,9,0.73,-11.12,0.99,89.19,6.38
2000,12,10,0.92,-25.3,0.06,81.69,6.24
2000,12,11,0.95,-22.64,0.12,86.06,5.02
2000,12,12,1.59,-25.23,0.07,91.44,4.3
2000,12,13,1.27,-19.49,0.11,90.69,2.45
2000,12,14,1.57,-15.36,0.03,88.75,4.78
2000,12,15,1.2,-13.35,0.9,92.06,5.46
2000,12,16,1.65,-14.85,1.69,91.69,8.95
2000,12,17,1.71,-20.92,0.98,90.62,4.22
2000,12,18,1.7,-16.57,2.66,92.75,4.67
2000,12,19,1.42,-20.54,0.27,92.25,3.52
2000,12,20,1.41,-15.33,0.89,94.75,7.0
2000,12,21,1.62,-22.31,0.48,93.94,9.58
2000,12,22,1.33,-24.02,0.02,95.38,2.49
2000,12,23,1.68,-20.05,0.05,92.94,4.76
2000,12,24,1.64,-25.5,0.02,96.62,2.99
2000,12,25,1.63,-21.85,0.03,95.75,4.87
2000,12,26,1.38,-23.04,0.12,91.94,3.47
2000,12,27,1.77,-18.93,0.06,90.25,3.82
2000,12,28,0.92,-14.84,6.64,95.62,5.8
2000,12,29,1.6,-16.08,0.2,98.06,3.23
2000,12,30,1.71,-18.07,0.27,97.0,4.16
2000,12,31,1.66,-20.26,0.12,98.12,3.11
2001,1,1,1.89,-22.84,0.76,98.69,3.53
2001,1,2,1.2,-14.68,0.99,98.25,6.78
2001,1,3,0.8,-9.04,0.11,99.75,3.3
2001,1,4,0.87,-3.6,0.03,95.56,8.76
2001,1,5,1.7,-9.45,0.46,93.62,7.77
2001,1,6,0.95,-6.36,0.24,95.31,8.45
2001,1,7,1.49,-13.77,0.39,98.12,4.14
2001,1,8,1.96,-15.44,0.11,97.25,3.12
2001,1,9,1.98,-8.45,0.0,96.12,6.66
2001,1,10,1.68,-6.48,0.0,96.62,3.45
2001,1,11,1.57,-6.8,0.12,99.31,2.94
2001,1,12,0.76,-6.24,0.11,98.12,1.98
2001,1,13,0.69,-5.48,0.39,98.19,4.44
2001,1,14,0.69,-4.25,1.79,97.06,5.85
2001,1,15,1.33,-10.32,0.71,96.69,6.52
2001,1,16,1.62,-15.78,0.28,96.19,4.43
2001,1,17,1.6,-11.16,0.67,97.81,6.58
2001,1,18,1.94,-12.38,0.1,94.06,7.3
2001,1,19,2.2,-21.71,0.01,97.25,4.45
2001,1,20,2.32,-15.86,0.02,97.25,4.3
2001,1,21,1.65,-13.47,0.04,99.12,3.09
2001,1,22,1.42,-6.29,0.23,98.06,6.84
2001,1,23,2.04,-9.46,0.04,98.31,6.06
2001,1,24,2.44,-17.61,0.01,96.06,5.67
2001,1,25,2.39,-11.55,0.03,92.81,7.52
2001,1,26,2.24,-12.08,0.44,95.12,7.01
2001,1,27,2.34,-12.24,0.02,97.25,6.49
2001,1,28,2.43,-11.13,0.09,99.0,4.95
2001,1,29,1.79,-8.05,0.42,99.19,4.64
2001,1,30,1.32,-4.93,6.26,97.0,6.68
2001,1,31,2.19,-11.38,0.08,95.38,6.53
2001,2,1,2.71,-21.4,0.1,94.19,8.64
2001,2,2,2.67,-22.39,0.38,96.69,5.0
2001,2,3,1.68,-12.88,0.85,98.5,4.77
2001,2,4,1.83,-8.36,0.17,97.5,4.3
2001,2,5,2.72,-5.83,0.11,97.12,3.87
2001,2,6,2.44,-9.45,0.25,96.12,4.22
2001,2,7,2.44,-14.65,2.66,96.56,3.89
2001,2,8,1.98,-13.08,4.17,96.69,7.17
2001,2,9,3.25,-18.52,0.15,95.56,9.11
2001,2,10,3.3,-24.95,0.11,95.12,3.0
2001,2,11,2.71,-16.6,1.39,93.69,6.71
2001,2,12,3.18,-11.08,1.54,94.25,2.98
2001,2,13,2.97,-12.76,0.17,96.5,5.48
2001,2,14,3.5,-18.27,0.07,97.25,4.2
2001,2,15,2.97,-16.06,0.04,96.25,6.02
2001,2,16,3.64,-18.19,0.05,94.94,8.05
2001,2,17,3.67,-20.31,0.01,95.38,5.72
2001,2,18,3.57,-14.29,0.09,97.88,5.88
2001,2,19,3.67,-12.88,0.03,94.19,5.8
2001,2,20,3.96,-19.67,0.01,92.69,7.38
2001,2,21,3.99,-20.97,0.22,95.38,5.21
2001,2,22,3.32,-13.14,0.55,94.44,8.16
2001,2,23,3.9,-16.2,1.46,95.19,4.03
2001,2,24,1.63,-8.02,8.47,97.56,5.69
2001,2,25,3.03,-10.39,5.94,95.69,9.84
2001,2,26,4.31,-16.44,1.39,93.88,5.84
2001,2,27,4.41,-20.63,0.04,94.44,5.51
2001,2,28,3.67,-11.35,0.05,96.81,6.55
2001,3,1,3.67,-4.93,0.03,96.56,5.3
2001,3,2,4.47,-4.62,0.03,95.56,4.85
2001,3,3,4.04,-7.18,0.13,94.81,4.52
2001,3,4,4.51,-11.43,0.02,94.75,5.24
2001,3,5,4.67,-12.27,0.01,94.88,3.86
2001,3,6,4.43,-8.62,0.01,93.75,2.52
2001,3,7,3.52,-4.94,0.08,94.81,7.05
2001,3,8,3.67,-7.05,0.04,94.81,6.2
2001,3,9,4.26,-8.74,0.07,97.25,3.95
2001,3,10,4.35,-8.02,0.24,92.81,7.24
2001,3,11,5.05,-13.93,0.08,92.56,3.87
2001,3,12,2.89,-6.5,3.61,96.88,2.39
2001,3,13,2.75,-4.61,0.15,94.12,3.75
2001,3,14,4.79,-3.63,0.03,92.31,3.88
2001,3,15,5.06,-3.86,0.05,90.0,4.01
2001,3,16,5.33,-3.95,0.01,83.0,1.34
2001,3,17,5.34,-4.1,0.01,86.56,3.01
2001,3,18,3.4,-1.51,0.2,83.94,6.66
2001,3,19,1.79,0.81,0.1,86.19,4.86
2001,3,20,3.97,1.83,0.09,76.25,5.05
2001,3,21,5.58,3.01,0.0,54.19,3.72
2001,3,22,5.57,-1.94,0.01,67.94,5.77
2001,3,23,4.87,-5.76,0.06,57.75,8.76
2001,3,24,4.39,-11.47,0.09,68.38,9.46
2001,3,25,5.34,-10.91,0.01,71.62,8.16
2001,3,26,5.88,-8.46,0.01,76.88,4.72
2001,3,27,5.73,-3.05,0.0,63.06,3.77
2001,3,28,1.55,0.75,0.3,78.62,6.35
2001,3,29,1.73,0.87,0.11,86.12,3.34
2001,3,30,2.43,2.01,0.7,85.25,4.47
2001,3,31,2.23,-0.24,0.74,78.25,6.27
2001,4,1,2.1,0.02,0.93,73.62,3.9
2001,4,2,4.44,1.05,0.05,74.94,3.52
2001,4,3,4.86,2.69,0.0,68.88,3.64
2001,4,4,1.67,2.98,1.73,79.69,5.83
2001,4,5,1.7,4.2,4.94,93.12,2.43
2001,4,6,4.13,5.87,3.91,78.19,3.59
2001,4,7,1.53,1.48,35.76,94.94,10.05
2001,4,8,2.45,3.26,0.22,86.44,5.32
2001,4,9,1.57,2.73,0.58,85.69,5.12
2001,4,10,1.62,4.49,3.26,85.75,4.1
2001,4,11,1.51,2.58,18.41,95.31,8.77
2001,4,12,3.13,2.8,1.84,83.06,9.09
2001,4,13,3.19,4.3,0.44,71.44,6.25
2001,4,14,5.82,6.74,0.43,69.5,4.44
2001,4,15,3.73,-1.0,0.33,73.25,8.26
2001,4,16,4.84,-2.67,0.56,74.94,10.72
2001,4,17,7.18,1.37,0.0,62.19,2.64
2001,4,18,5.02,5.45,0.05,60.44,5.12
2001,4,19,5.28,8.05,0.32,80.0,5.91
2001,4,20,1.26,10.65,1.09,91.5,4.15
2001,4,21,2.35,3.01,5.55,87.38,7.63
2001,4,22,1.22,-0.5,18.61,92.88,5.26
2001,4,23,4.22,1.26,5.92,83.69,8.31
2001,4,24,6.4,6.07,0.04,65.38,2.98
2001,4,25,6.18,11.54,0.0,65.75,6.2
2001,4,26,7.54,11.43,0.0,61.5,5.59
2001,4,27,4.14,10.23,1.08,68.69,4.51
2001,4,28,6.61,14.55,0.36,68.0,9.64
2001,4,29,6.76,19.2,0.79,62.0,10.88
2001,4,30,5.09,13.71,4.11,71.81,3.74
2001,5,1,3.7,13.64,1.38,67.12,7.35
2001,5,2,5.79,11.18,0.0,63.19,5.12
2001,5,3,5.33,10.37,0.05,68.19,3.48
2001,5,4,6.73,10.82,0.05,66.25,4.23
2001,5,5,3.12,7.86,4.32,79.19,8.22
2001,5,6,2.0,12.08,7.75,92.56,8.45
2001,5,7,5.31,7.71,2.54,73.25,6.91
2001,5,8,6.35,8.69,0.08,63.0,6.2
2001,5,9,5.35,13.96,0.62,70.25,4.8
2001,5,10,6.29,11.26,0.03,80.44,5.64
2001,5,11,7.67,9.93,0.11,67.56,3.74
2001,5,12,5.67,13.11,0.07,61.0,3.92
2001,5,13,7.48,15.42,0.06,75.75,4.56
2001,5,14,4.68,17.65,0.61,84.81,5.82
2001,5,15,4.5,19.93,1.46,77.44,3.98
2001,5,16,5.96,16.39,0.03,59.62,4.18
2001,5,17,7.46,15.3,0.03,59.94,5.73
2001,5,18,6.77,16.61,0.0,50.69,2.88
2001,5,19,6.8,17.76,7.07,70.25,2.78
2001,5,20,3.2,13.37,20.06,85.62,4.81
2001,5,21,3.08,9.07,4.24,77.06,6.7
2001,5,22,1.89,4.23,18.06,89.88,11.04
2001,5,23,3.53,6.94,10.61,90.5,6.12
2001,5,24,6.07,11.16,2.12,79.12,5.63
2001,5,25,4.48,13.0,9.3,84.31,7.12
2001,5,26,3.14,11.62,1.8,88.0,4.25
2001,5,27,4.26,11.35,6.2,78.44,2.98
2001,5,28,6.78,14.22,0.93,70.75,3.06
2001,5,29,6.83,13.77,0.57,76.69,4.91
2001,5,30,7.42,13.43,0.08,64.62,3.01
2001,5,31,4.13,13.55,3.52,81.88,2.8
2001,6,1,2.62,11.1,12.72,87.75,5.19
2001,6,2,5.94,13.16,0.27,80.75,5.17
2001,6,3,7.94,12.12,0.01,73.31,3.48
2001,6,4,7.85,13.1,0.01,69.94,5.27
2001,6,5,3.36,11.96,1.06,81.44,4.75
2001,6,6,2.91,13.44,2.03,85.88,3.17
2001,6,7,4.82,15.34,1.47,79.06,1.78
2001,6,8,7.08,18.0,2.09,75.25,3.36
2001,6,9,7.88,19.9,1.16,70.88,2.28
2001,6,10,7.94,20.96,4.0,78.12,4.87
2001,6,11,2.25,19.18,8.63,80.0,4.73
2001,6,12,7.74,17.23,8.24,68.94,3.82
2001,6,13,3.72,17.73,43.73,92.31,4.83
2001,6,14,3.29,17.25,8.83,89.62,4.8
2001,6,15,4.89,14.92,1.27,76.19,6.64
2001,6,16,6.72,14.59,0.54,78.5,4.16
2001,6,17,6.06,13.72,8.51,83.81,2.43
2001,6,18,4.15,16.87,3.96,85.81,6.7
2001,6,19,7.52,14.54,0.91,71.75,6.0
2001,6,20,4.99,14.91,4.33,80.06,2.33
2001,6,21,7.48,15.15,0.06,68.88,3.94
2001,6,22,8.32,17.01,0.01,59.75,1.89
2001,6,23,7.0,19.04,0.07,72.56,6.33
2001,6,24,5.37,21.4,0.59,83.5,6.6
2001,6,25,7.18,25.32,0.65,78.12,7.86
2001,6,26,6.51,22.49,0.08,67.88,3.25
2001,6,27,6.83,23.92,0.2,75.56,4.75
2001,6,28,8.08,24.56,1.32,73.81,6.19
2001,6,29,6.47,23.22,1.93,74.75,4.86
2001,6,30,8.05,17.75,0.27,64.69,6.13
2001,7,1,8.94,13.4,0.0,59.38,3.01
2001,7,2,2.67,15.69,2.58,75.5,4.25
2001,7,3,8.01,19.48,0.01,65.19,5.34
2001,7,4,8.65,16.55,0.33,59.88,6.04
2001,7,5,8.66,16.62,0.03,60.81,2.01
2001,7,6,4.83,20.35,2.19,70.38,6.54
2001,7,7,8.14,22.05,0.0,55.81,2.83
2001,7,8,8.5,23.73,0.0,54.69,3.16
2001,7,9,8.23,23.57,0.3,54.69,4.57
2001,7,10,8.38,20.34,0.0,55.69,4.77
2001,7,11,5.74,18.4,0.17,60.38,2.6
2001,7,12,8.08,21.44,0.0,52.56,2.19
2001,7,13,7.29,23.33,0.26,52.19,1.52
2001,7,14,4.92,23.48,2.53,64.19,4.11
2001,7,15,4.52,21.92,10.15,81.94,3.66
2001,7,16,4.15,22.3,2.3,76.0,6.27
2001,7,17,6.19,25.59,5.22,74.81,2.48
2001,7,18,6.91,25.85,8.57,75.56,3.23
2001,7,19,6.2,25.04,1.81,80.19,2.58
2001,7,20,5.76,25.09,3.62,82.69,3.7
2001,7,21,6.92,24.83,3.06,81.62,3.83
2001,7,22,5.04,25.73,1.54,76.75,2.7
2001,7,23,7.7,23.71,0.15,63.12,5.98
2001,7,24,6.71,18.33,0.37,60.44,3.45
2001,7,25,6.88,19.74,0.0,56.75,4.2
2001,7,26,5.5,18.13,5.21,61.56,6.14
2001,7,27,2.4,17.85,9.85,86.19,6.38
2001,7,28,3.45,20.31,0.56,77.0,2.87
2001,7,29,5.72,22.02,0.84,76.94,6.47
2001,7,30,3.11,24.98,3.44,82.25,4.98
2001,7,31,3.94,26.51,4.49,84.5,7.35
2001,8,1,6.52,22.32,0.55,71.19,5.21
2001,8,2,7.43,22.86,0.05,62.19,1.84
2001,8,3,6.96,25.62,0.15,68.38,3.67
2001,8,4,7.31,28.06,0.09,72.44,5.39
2001,8,5,5.9,28.62,0.05,63.31,5.98
2001,8,6,7.56,27.76,0.0,51.94,3.55
2001,8,7,6.99,27.2,4.76,51.62,3.41
2001,8,8,3.53,26.83,17.6,67.25,4.38
2001,8,9,6.74,18.08,2.55,66.56,7.25
2001,8,10,6.38,17.04,0.0,54.06,2.96
2001,8,11,6.57,19.64,0.62,54.0,4.85
2001,8,12,7.27,17.04,0.05,57.69,5.16
2001,8,13,7.06,17.94,0.14,51.0,2.16
2001,8,14,6.57,21.67,2.23,57.81,5.88
2001,8,15,4.52,19.58,5.35,76.62,5.68
2001,8,16,5.67,17.99,1.72,64.06,5.69
2001,8,17,4.11,19.07,8.27,64.94,4.83
2001,8,18,3.84,17.95,0.99,76.31,4.95
2001,8,19,6.62,20.32,0.14,61.56,2.8
2001,8,20,5.83,20.69,0.03,58.81,4.69
2001,8,21,5.06,22.05,0.11,65.44,5.53
2001,8,22,6.08,23.59,0.03,63.56,2.68
2001,8,23,6.57,21.81,0.0,51.81,4.74
2001,8,24,5.15,22.55,0.02,60.44,4.9
2001,8,25,6.13,22.46,0.29,56.75,4.55
2001,8,26,3.85,19.87,5.14,56.69,4.28
2001,8,27,6.53,19.42,0.0,48.62,4.3
2001,8,28,6.55,20.65,0.0,49.69,2.23
2001,8,29,4.55,21.01,9.01,66.38,6.38
2001,8,30,3.84,17.34,0.1,60.19,6.34
2001,8,31,6.21,15.08,0.0,51.62,2.13
2001,9,1,4.06,16.83,3.88,67.38,7.36
2001,9,2,5.17,21.95,0.0,52.69,6.41
2001,9,3,6.46,18.1,0.0,38.81,4.47
2001,9,4,5.61,19.96,0.07,41.44,4.9
2001,9,5,5.49,24.19,0.28,45.81,7.93
2001,9,6,4.36,22.69,12.05,71.12,7.98
2001,9,7,1.11,16.4,18.93,89.44,5.12
2001,9,8,2.46,12.88,0.8,74.94,5.54
2001,9,9,4.76,14.5,2.29,66.12,2.54
2001,9,10,4.16,13.01,0.8,65.0,5.11
2001,9,11,4.4,14.65,0.0,51.06,3.98
2001,9,12,4.87,13.14,0.0,63.5,4.99
2001,9,13,5.07,11.8,0.01,56.12,3.6
2001,9,14,1.63,10.44,3.22,78.31,3.99
2001,9,15,2.23,11.65,0.16,76.62,2.41
2001,9,16,1.51,14.6,0.56,73.38,3.07
2001,9,17,2.68,14.3,0.55,81.75,1.16
2001,9,18,2.79,15.26,0.26,75.31,1.73
2001,9,19,2.75,14.74,0.84,79.88,2.13
2001,9,20,2.32,13.31,3.9,86.0,2.8
2001,9,21,2.31,12.63,1.68,76.5,3.7
2001,9,22,0.8,9.48,6.87,81.31,4.66
2001,9,23,4.14,6.78,0.81,70.12,5.28
2001,9,24,5.16,6.6,0.0,60.62,2.75
2001,9,25,5.13,10.08,0.0,44.75,2.33
2001,9,26,4.82,12.8,0.0,40.88,2.06
2001,9,27,4.94,12.8,0.0,59.88,3.13
2001,9,28,4.97,11.65,0.0,56.38,4.5
2001,9,29,4.7,13.62,0.01,62.19,7.07
2001,9,30,3.07,14.29,0.08,69.19,3.84
2001,10,1,4.49,14.47,0.0,59.38,3.71
2001,10,2,3.55,14.39,0.04,63.81,5.59
2001,10,3,3.24,10.44,0.02,65.5,5.23
2001,10,4,3.52,6.96,0.01,56.94,6.7
2001,10,5,1.96,1.01,0.01,63.0,6.06
2001,10,6,4.11,1.27,0.01,50.31,3.46
2001,10,7,4.36,5.55,0.0,39.75,5.68
2001,10,8,1.25,7.88,1.5,75.12,6.98
2001,10,9,2.82,12.62,8.21,76.75,3.93
2001,10,10,0.5,9.63,28.85,89.75,6.92
2001,10,11,3.73,9.38,0.09,59.12,5.73
2001,10,12,1.76,10.76,8.21,77.94,5.72
2001,10,13,2.44,7.9,3.07,74.75,2.79
2001,10,14,2.57,6.62,2.18,84.75,5.52
2001,10,15,1.64,4.22,1.31,80.38,6.05
2001,10,16,2.89,1.87,0.16,67.75,3.67
2001,10,17,3.54,5.63,0.04,56.94,6.29
2001,10,18,3.16,6.17,0.44,62.44,5.16
2001,10,19,2.76,5.41,0.39,64.62,5.62
2001,10,20,2.79,5.65,0.35,69.31,4.75
2001,10,21,1.96,3.96,0.44,69.88,3.77
2001,10,22,1.78,6.54,4.26,74.94,5.34
2001,10,23,2.57,7.7,5.47,74.5,4.1
2001,10,24,0.94,1.16,4.68,86.12,9.98
2001,10,25,0.98,-1.13,1.33,83.69,13.05
2001,10,26,1.4,-2.56,0.04,82.69,7.84
2001,10,27,2.03,-0.25,0.0,71.62,5.72
2001,10,28,1.69,2.65,0.0,82.56,5.91
2001,10,29,3.0,2.04,0.0,66.44,3.88
2001,10,30,0.55,3.69,0.38,75.94,6.45
2001,10,31,0.95,8.38,0.17,93.12,5.51
2001,11,1,2.54,9.43,0.02,69.38,9.12
2001,11,2,1.73,5.44,0.0,60.88,6.68
2001,11,3,2.76,6.45,0.01,64.81,4.12
2001,11,4,2.41,5.13,0.0,57.06,4.08
2001,11,5,2.71,9.92,0.0,67.25,6.2
2001,11,6,2.63,6.69,0.16,77.81,5.35
2001,11,7,0.49,4.12,3.76,89.69,6.27
2001,11,8,1.36,1.16,0.08,69.44,6.82
2001,11,9,1.95,3.74,0.0,66.69,5.48
2001,11,10,1.65,2.67,0.01,78.12,4.25
2001,11,11,2.5,3.4,0.0,77.81,4.06
2001,11,12,2.27,6.28,0.44,86.69,5.13
2001,11,13,2.37,7.15,0.02,78.81,3.44
2001,11,14,0.64,8.46,0.11,94.62,3.58
2001,11,15,1.99,8.06,0.0,78.5,4.02
2001,11,16,2.22,7.47,0.03,83.12,5.5
2001,11,17,2.13,11.83,0.04,83.31,6.55
2001,11,18,0.96,5.24,0.21,78.19,7.59
2001,11,19,2.28,-2.39,0.0,77.19,5.7
2001,11,20,2.01,1.32,0.04,65.0,4.96
2001,11,21,1.87,3.03,0.0,83.5,3.36
2001,11,22,1.0,2.42,0.05,92.0,3.3
2001,11,23,1.12,3.69,0.49,90.44,3.28
2001,11,24,0.34,1.31,20.29,95.0,8.88
2001,11,25,0.79,-2.81,1.78,83.31,9.01
2001,11,26,0.59,-6.28,8.51,88.25,9.76
2001,11,27,0.59,-7.73,6.33,93.81,9.62
2001,11,28,0.54,-7.87,2.04,97.12,4.98
2001,11,29,0.45,-6.67,0.36,98.88,3.36
2001,11,30,0.27,-4.11,1.32,98.19,3.29
2001,12,1,0.62,-7.74,0.03,97.94,4.21
2001,12,2,0.83,-4.89,0.3,96.06,5.45
2001,12,3,0.85,-1.5,0.49,90.75,5.6
2001,12,4,1.71,-2.34,0.2,97.44,3.48
2001,12,5,0.36,-2.1,2.33,94.31,9.14
2001,12,6,0.85,-7.87,0.0,91.81,3.47
2001,12,7,1.3,-7.62,0.05,93.0,3.49
2001,12,8,1.83,-8.94,0.02,86.12,5.23
2001,12,9,1.52,-2.91,0.0,88.56,6.74
2001,12,10,1.32,-5.31,0.02,94.56,4.5
2001,12,11,1.47,-2.24,0.05,92.75,7.64
2001,12,12,0.83,-6.25,0.01,92.56,4.31
2001,12,13,1.09,-8.31,0.0,91.69,3.9
2001,12,14,0.56,-5.68,0.04,94.06,6.58
2001,12,15,0.73,-1.07,0.13,96.19,8.59
2001,12,16,0.41,-0.8,0.12,94.62,5.85
2001,12,17,1.68,-2.67,0.02,81.25,3.84
2001,12,18,0.87,-3.63,0.02,83.56,7.5
2001,12,19,1.77,-7.21,0.0,70.94,5.12
2001,12,20,1.68,-7.5,0.0,71.56,2.66
2001,12,21,0.96,-6.84,0.48,78.69,6.84
2001,12,22,0.25,-3.6,6.42,93.94,5.76
2001,12,23,1.38,-12.17,0.38,84.88,10.01
2001,12,24,1.37,-15.34,0.1,88.0,6.95
2001,12,25,1.43,-15.4,0.22,88.81,7.61
2001,12,26,0.82,-11.26,0.14,89.56,6.56
2001,12,27,1.23,-11.35,0.29,90.31,6.52
2001,12,28,1.12,-14.22,0.33,84.06,6.82
2001,12,29,1.38,-13.23,0.13,89.56,5.58
2001,12,30,1.44,-16.43,0.08,87.38,6.49
2001,12,31,1.28,-17.03,0.14,87.88,6.55
2002,1,1,1.4,-15.79,0.17,90.0,4.06
2002,1,2,1.25,-15.06,0.05,93.62,4.48
2002,1,3,1.53,-10.94,0.0,88.25,6.25
2002,1,4,0.92,-6.67,0.17,93.25,4.24
2002,1,5,0.94,-4.63,0.08,94.31,5.49
2002,1,6,1.62,-13.99,0.01,82.31,6.25
2002,1,7,1.55,-6.87,0.0,86.88,6.61
2002,1,8,1.04,1.3,0.04,94.0,6.98
2002,1,9,1.64,0.94,0.01,92.31,7.73
2002,1,10,0.87,-2.53,0.02,87.31,6.6
2002,1,11,1.72,-1.88,0.02,90.5,5.44
